[7823, 8211] 102
[13470, 17207] 202
[18089, 17207] 556
[17812, 17207] 356
[20006, 17207] 490
[18703, 17207] 376
[18458, 17207] 530
[19155, 17207] 480
[19039, 17207] 138
[20436, 17207] 392
[27386, 17207] 520
[21116, 17207] 508
[24352, 17207] 550
[23742, 17207] 548
[20848, 17207] 168
[23411, 17207] 294
[23994, 17207] 432
[27316, 17207] 596
[27411, 17207] 554
[27395, 17207] 558
[25182, 17207] 512
[25498, 17207] 584
[27364, 17207] 476
[27376, 17207] 516
[28009, 17207] 492
[28236, 17207] 522
[24027, 17207] 456
[25118, 17207] 490
[26039, 17207] 496
[28002, 17207] 506
[28229, 17207] 532
[22136, 17207] 346
[23295, 17207] 410
[24131, 17207] 406
[20079, 17207] 204
[21061, 17207] 338
[20745, 17207] 390
[20627, 17207] 400
[21300, 17207] 368
[20231, 17207] 404
[18954, 17207] 160
[19484, 17207] 186
[20156, 17207] 252
[21241, 17207] 308
[28378, 17207] 616
[28619, 17207] 724
[32792, 17207] 842
[33414, 17207] 980
[30162, 17207] 826
[28748, 17207] 696
[32062, 17207] 840
[30155, 17207] 828
[30329, 17207] 718
[30892, 17207] 694
[32020, 17207] 740
[31998, 17207] 692
[32202, 17207] 836
[25351, 17207] 772
[26326, 17207] 858
[27443, 17207] 846
[32562, 17207] 1268
[32746, 17207] 1292
[13470, 15728] 424
[18089, 15728] 778
[17812, 15728] 578
[20006, 15728] 712
[18703, 15728] 598
[18458, 15728] 752
[19155, 15728] 702
[19039, 15728] 372
[20436, 15728] 614
[27386, 15728] 742
[21116, 15728] 730
[24352, 15728] 772
[23742, 15728] 770
[20848, 15728] 402
[23411, 15728] 528
[23994, 15728] 654
[27316, 15728] 818
[27411, 15728] 776
[27395, 15728] 780
[25182, 15728] 734
[25498, 15728] 806
[27364, 15728] 698
[27376, 15728] 738
[28009, 15728] 714
[28236, 15728] 744
[24027, 15728] 678
[25118, 15728] 712
[26039, 15728] 718
[28002, 15728] 728
[28229, 15728] 754
[22136, 15728] 568
[23295, 15728] 632
[24131, 15728] 628
[20079, 15728] 426
[21061, 15728] 560
[20745, 15728] 612
[20627, 15728] 622
[21300, 15728] 590
[20231, 15728] 626
[18954, 15728] 386
[19484, 15728] 408
[20156, 15728] 474
[21241, 15728] 530
[28378, 15728] 838
[28619, 15728] 946
[32792, 15728] 1064
[33414, 15728] 1202
[30162, 15728] 1048
[28748, 15728] 918
[32062, 15728] 1062
[30155, 15728] 1050
[30329, 15728] 940
[30892, 15728] 916
[32020, 15728] 962
[31998, 15728] 914
[32202, 15728] 1058
[25351, 15728] 994
[26326, 15728] 1080
[27443, 15728] 1068
[32562, 15728] 1490
[32746, 15728] 1514
[18089, 13470] 414
[17812, 13470] 214
[20006, 13470] 348
[18703, 13470] 234
[18458, 13470] 388
[19155, 13470] 338
[19039, 13470] 216
[20436, 13470] 250
[27386, 13470] 514
[21116, 13470] 366
[24352, 13470] 408
[23742, 13470] 406
[20848, 13470] 286
[23411, 13470] 444
[23994, 13470] 406
[27316, 13470] 610
[27411, 13470] 568
[27395, 13470] 572
[25182, 13470] 526
[25498, 13470] 598
[27364, 13470] 470
[27376, 13470] 510
[28009, 13470] 478
[28236, 13470] 504
[24027, 13470] 470
[25118, 13470] 504
[26039, 13470] 490
[28002, 13470] 480
[28229, 13470] 506
[22136, 13470] 360
[23295, 13470] 424
[24131, 13470] 380
[20079, 13470] 242
[21061, 13470] 320
[20745, 13470] 248
[20627, 13470] 258
[21300, 13470] 326
[20231, 13470] 262
[18954, 13470] 206
[19484, 13470] 224
[20156, 13470] 290
[21241, 13470] 346
[28378, 13470] 630
[28619, 13470] 582
[32792, 13470] 724
[33414, 13470] 862
[30162, 13470] 840
[28748, 13470] 642
[32062, 13470] 854
[30155, 13470] 842
[30329, 13470] 732
[30892, 13470] 640
[32020, 13470] 754
[31998, 13470] 706
[32202, 13470] 850
[25351, 13470] 630
[26326, 13470] 716
[27443, 13470] 704
[32562, 13470] 1126
[32746, 13470] 1150
[17812, 18089] 256
[20006, 18089] 94
[18703, 18089] 240
[18458, 18089] 54
[19155, 18089] 128
[19039, 18089] 542
[20436, 18089] 260
[27386, 18089] 532
[21116, 18089] 204
[24352, 18089] 238
[23742, 18089] 236
[20848, 18089] 612
[23411, 18089] 798
[23994, 18089] 424
[27316, 18089] 628
[27411, 18089] 586
[27395, 18089] 590
[25182, 18089] 544
[25498, 18089] 616
[27364, 18089] 488
[27376, 18089] 528
[28009, 18089] 496
[28236, 18089] 522
[24027, 18089] 488
[25118, 18089] 522
[26039, 18089] 508
[28002, 18089] 498
[28229, 18089] 524
[22136, 18089] 378
[23295, 18089] 442
[24131, 18089] 398
[20079, 18089] 484
[21061, 18089] 338
[20745, 18089] 266
[20627, 18089] 276
[21300, 18089] 344
[20231, 18089] 280
[18954, 18089] 520
[19484, 18089] 490
[20156, 18089] 424
[21241, 18089] 376
[28378, 18089] 648
[28619, 18089] 384
[32792, 18089] 526
[33414, 18089] 664
[30162, 18089] 842
[28748, 18089] 444
[32062, 18089] 856
[30155, 18089] 844
[30329, 18089] 734
[30892, 18089] 442
[32020, 18089] 756
[31998, 18089] 708
[32202, 18089] 852
[25351, 18089] 432
[26326, 18089] 518
[27443, 18089] 506
[32562, 18089] 928
[32746, 18089] 952
[20006, 17812] 190
[18703, 17812] 76
[18458, 17812] 230
[19155, 17812] 180
[19039, 17812] 370
[20436, 17812] 92
[27386, 17812] 360
[21116, 17812] 208
[24352, 17812] 250
[23742, 17812] 248
[20848, 17812] 440
[23411, 17812] 598
[23994, 17812] 252
[27316, 17812] 456
[27411, 17812] 414
[27395, 17812] 418
[25182, 17812] 372
[25498, 17812] 444
[27364, 17812] 316
[27376, 17812] 356
[28009, 17812] 324
[28236, 17812] 350
[24027, 17812] 316
[25118, 17812] 350
[26039, 17812] 336
[28002, 17812] 326
[28229, 17812] 352
[22136, 17812] 206
[23295, 17812] 270
[24131, 17812] 226
[20079, 17812] 312
[21061, 17812] 166
[20745, 17812] 94
[20627, 17812] 104
[21300, 17812] 172
[20231, 17812] 108
[18954, 17812] 348
[19484, 17812] 318
[20156, 17812] 252
[21241, 17812] 204
[28378, 17812] 476
[28619, 17812] 424
[32792, 17812] 566
[33414, 17812] 704
[30162, 17812] 686
[28748, 17812] 484
[32062, 17812] 700
[30155, 17812] 688
[30329, 17812] 578
[30892, 17812] 482
[32020, 17812] 600
[31998, 17812] 552
[32202, 17812] 696
[25351, 17812] 472
[26326, 17812] 558
[27443, 17812] 546
[32562, 17812] 968
[32746, 17812] 992
[18703, 20006] 174
[18458, 20006] 68
[19155, 20006] 66
[19039, 20006] 476
[20436, 20006] 194
[27386, 20006] 466
[21116, 20006] 138
[24352, 20006] 172
[23742, 20006] 170
[20848, 20006] 546
[23411, 20006] 732
[23994, 20006] 358
[27316, 20006] 562
[27411, 20006] 520
[27395, 20006] 524
[25182, 20006] 478
[25498, 20006] 550
[27364, 20006] 422
[27376, 20006] 462
[28009, 20006] 430
[28236, 20006] 456
[24027, 20006] 422
[25118, 20006] 456
[26039, 20006] 442
[28002, 20006] 432
[28229, 20006] 458
[22136, 20006] 312
[23295, 20006] 376
[24131, 20006] 332
[20079, 20006] 418
[21061, 20006] 272
[20745, 20006] 200
[20627, 20006] 210
[21300, 20006] 278
[20231, 20006] 214
[18954, 20006] 454
[19484, 20006] 424
[20156, 20006] 358
[21241, 20006] 310
[28378, 20006] 582
[28619, 20006] 318
[32792, 20006] 460
[33414, 20006] 598
[30162, 20006] 776
[28748, 20006] 378
[32062, 20006] 790
[30155, 20006] 778
[30329, 20006] 668
[30892, 20006] 376
[32020, 20006] 690
[31998, 20006] 642
[32202, 20006] 786
[25351, 20006] 366
[26326, 20006] 452
[27443, 20006] 440
[32562, 20006] 862
[32746, 20006] 886
[18458, 18703] 214
[19155, 18703] 164
[19039, 18703] 386
[20436, 18703] 104
[27386, 18703] 376
[21116, 18703] 216
[24352, 18703] 250
[23742, 18703] 248
[20848, 18703] 456
[23411, 18703] 618
[23994, 18703] 268
[27316, 18703] 472
[27411, 18703] 430
[27395, 18703] 434
[25182, 18703] 388
[25498, 18703] 460
[27364, 18703] 332
[27376, 18703] 372
[28009, 18703] 340
[28236, 18703] 366
[24027, 18703] 332
[25118, 18703] 366
[26039, 18703] 352
[28002, 18703] 342
[28229, 18703] 368
[22136, 18703] 222
[23295, 18703] 286
[24131, 18703] 242
[20079, 18703] 328
[21061, 18703] 182
[20745, 18703] 110
[20627, 18703] 120
[21300, 18703] 188
[20231, 18703] 124
[18954, 18703] 364
[19484, 18703] 334
[20156, 18703] 268
[21241, 18703] 220
[28378, 18703] 492
[28619, 18703] 408
[32792, 18703] 550
[33414, 18703] 688
[30162, 18703] 702
[28748, 18703] 468
[32062, 18703] 716
[30155, 18703] 704
[30329, 18703] 594
[30892, 18703] 466
[32020, 18703] 616
[31998, 18703] 568
[32202, 18703] 712
[25351, 18703] 456
[26326, 18703] 542
[27443, 18703] 530
[32562, 18703] 952
[32746, 18703] 976
[19155, 18458] 102
[19039, 18458] 516
[20436, 18458] 234
[27386, 18458] 506
[21116, 18458] 178
[24352, 18458] 212
[23742, 18458] 210
[20848, 18458] 586
[23411, 18458] 772
[23994, 18458] 398
[27316, 18458] 602
[27411, 18458] 560
[27395, 18458] 564
[25182, 18458] 518
[25498, 18458] 590
[27364, 18458] 462
[27376, 18458] 502
[28009, 18458] 470
[28236, 18458] 496
[24027, 18458] 462
[25118, 18458] 496
[26039, 18458] 482
[28002, 18458] 472
[28229, 18458] 498
[22136, 18458] 352
[23295, 18458] 416
[24131, 18458] 372
[20079, 18458] 458
[21061, 18458] 312
[20745, 18458] 240
[20627, 18458] 250
[21300, 18458] 318
[20231, 18458] 254
[18954, 18458] 494
[19484, 18458] 464
[20156, 18458] 398
[21241, 18458] 350
[28378, 18458] 622
[28619, 18458] 358
[32792, 18458] 500
[33414, 18458] 638
[30162, 18458] 816
[28748, 18458] 418
[32062, 18458] 830
[30155, 18458] 818
[30329, 18458] 708
[30892, 18458] 416
[32020, 18458] 730
[31998, 18458] 682
[32202, 18458] 826
[25351, 18458] 406
[26326, 18458] 492
[27443, 18458] 480
[32562, 18458] 902
[32746, 18458] 926
[19039, 19155] 466
[20436, 19155] 184
[27386, 19155] 456
[21116, 19155] 128
[24352, 19155] 162
[23742, 19155] 160
[20848, 19155] 536
[23411, 19155] 722
[23994, 19155] 348
[27316, 19155] 552
[27411, 19155] 510
[27395, 19155] 514
[25182, 19155] 468
[25498, 19155] 540
[27364, 19155] 412
[27376, 19155] 452
[28009, 19155] 420
[28236, 19155] 446
[24027, 19155] 412
[25118, 19155] 446
[26039, 19155] 432
[28002, 19155] 422
[28229, 19155] 448
[22136, 19155] 302
[23295, 19155] 366
[24131, 19155] 322
[20079, 19155] 408
[21061, 19155] 262
[20745, 19155] 190
[20627, 19155] 200
[21300, 19155] 268
[20231, 19155] 204
[18954, 19155] 444
[19484, 19155] 414
[20156, 19155] 348
[21241, 19155] 300
[28378, 19155] 572
[28619, 19155] 308
[32792, 19155] 450
[33414, 19155] 588
[30162, 19155] 766
[28748, 19155] 368
[32062, 19155] 780
[30155, 19155] 768
[30329, 19155] 658
[30892, 19155] 366
[32020, 19155] 680
[31998, 19155] 632
[32202, 19155] 776
[25351, 19155] 356
[26326, 19155] 442
[27443, 19155] 430
[32562, 19155] 852
[32746, 19155] 876
[20436, 19039] 318
[27386, 19039] 402
[21116, 19039] 434
[24352, 19039] 476
[23742, 19039] 474
[20848, 19039] 86
[23411, 19039] 280
[23994, 19039] 314
[27316, 19039] 478
[27411, 19039] 436
[27395, 19039] 440
[25182, 19039] 394
[25498, 19039] 466
[27364, 19039] 358
[27376, 19039] 398
[28009, 19039] 374
[28236, 19039] 404
[24027, 19039] 338
[25118, 19039] 372
[26039, 19039] 378
[28002, 19039] 388
[28229, 19039] 414
[22136, 19039] 228
[23295, 19039] 292
[24131, 19039] 288
[20079, 19039] 86
[21061, 19039] 220
[20745, 19039] 312
[20627, 19039] 282
[21300, 19039] 250
[20231, 19039] 286
[18954, 19039] 42
[19484, 19039] 68
[20156, 19039] 134
[21241, 19039] 190
[28378, 19039] 498
[28619, 19039] 642
[32792, 19039] 724
[33414, 19039] 862
[30162, 19039] 708
[28748, 19039] 578
[32062, 19039] 722
[30155, 19039] 710
[30329, 19039] 600
[30892, 19039] 576
[32020, 19039] 622
[31998, 19039] 574
[32202, 19039] 718
[25351, 19039] 702
[26326, 19039] 788
[27443, 19039] 776
[32562, 19039] 1198
[32746, 19039] 1222
[27386, 20436] 308
[21116, 20436] 128
[24352, 20436] 170
[23742, 20436] 168
[20848, 20436] 388
[23411, 20436] 578
[23994, 20436] 200
[27316, 20436] 404
[27411, 20436] 362
[27395, 20436] 366
[25182, 20436] 320
[25498, 20436] 392
[27364, 20436] 264
[27376, 20436] 304
[28009, 20436] 272
[28236, 20436] 298
[24027, 20436] 264
[25118, 20436] 298
[26039, 20436] 284
[28002, 20436] 274
[28229, 20436] 300
[22136, 20436] 154
[23295, 20436] 218
[24131, 20436] 174
[20079, 20436] 260
[21061, 20436] 114
[20745, 20436] 26
[20627, 20436] 52
[21300, 20436] 120
[20231, 20436] 72
[18954, 20436] 296
[19484, 20436] 266
[20156, 20436] 200
[21241, 20436] 152
[28378, 20436] 424
[28619, 20436] 344
[32792, 20436] 486
[33414, 20436] 624
[30162, 20436] 634
[28748, 20436] 404
[32062, 20436] 648
[30155, 20436] 636
[30329, 20436] 526
[30892, 20436] 402
[32020, 20436] 548
[31998, 20436] 500
[32202, 20436] 644
[25351, 20436] 396
[26326, 20436] 482
[27443, 20436] 470
[32562, 20436] 892
[32746, 20436] 916
[21116, 27386] 424
[24352, 27386] 466
[23742, 27386] 464
[20848, 27386] 472
[23411, 27386] 662
[23994, 27386] 244
[27316, 27386] 144
[27411, 27386] 86
[27395, 27386] 90
[25182, 27386] 92
[25498, 27386] 144
[27364, 27386] 84
[27376, 27386] 20
[28009, 27386] 100
[28236, 27386] 130
[24027, 27386] 144
[25118, 27386] 110
[26039, 27386] 44
[28002, 27386] 114
[28229, 27386] 140
[22136, 27386] 210
[23295, 27386] 182
[24131, 27386] 218
[20079, 27386] 344
[21061, 27386] 210
[20745, 27386] 302
[20627, 27386] 272
[21300, 27386] 228
[20231, 27386] 276
[18954, 27386] 380
[19484, 27386] 350
[20156, 27386] 284
[21241, 27386] 236
[28378, 27386] 148
[28619, 27386] 368
[32792, 27386] 450
[33414, 27386] 588
[30162, 27386] 358
[28748, 27386] 304
[32062, 27386] 372
[30155, 27386] 360
[30329, 27386] 250
[30892, 27386] 302
[32020, 27386] 272
[31998, 27386] 224
[32202, 27386] 368
[25351, 27386] 692
[26326, 27386] 778
[27443, 27386] 766
[32562, 27386] 1188
[32746, 27386] 1212
[24352, 21116] 110
[23742, 21116] 108
[20848, 21116] 504
[23411, 21116] 694
[23994, 21116] 316
[27316, 21116] 520
[27411, 21116] 478
[27395, 21116] 482
[25182, 21116] 436
[25498, 21116] 508
[27364, 21116] 380
[27376, 21116] 420
[28009, 21116] 388
[28236, 21116] 414
[24027, 21116] 380
[25118, 21116] 414
[26039, 21116] 400
[28002, 21116] 390
[28229, 21116] 416
[22136, 21116] 270
[23295, 21116] 334
[24131, 21116] 290
[20079, 21116] 376
[21061, 21116] 230
[20745, 21116] 134
[20627, 21116] 168
[21300, 21116] 236
[20231, 21116] 188
[18954, 21116] 412
[19484, 21116] 382
[20156, 21116] 316
[21241, 21116] 268
[28378, 21116] 540
[28619, 21116] 284
[32792, 21116] 426
[33414, 21116] 564
[30162, 21116] 742
[28748, 21116] 344
[32062, 21116] 756
[30155, 21116] 744
[30329, 21116] 634
[30892, 21116] 342
[32020, 21116] 656
[31998, 21116] 608
[32202, 21116] 752
[25351, 21116] 332
[26326, 21116] 418
[27443, 21116] 406
[32562, 21116] 828
[32746, 21116] 852
[23742, 24352] 18
[20848, 24352] 546
[23411, 24352] 736
[23994, 24352] 358
[27316, 24352] 562
[27411, 24352] 520
[27395, 24352] 524
[25182, 24352] 478
[25498, 24352] 550
[27364, 24352] 422
[27376, 24352] 462
[28009, 24352] 410
[28236, 24352] 384
[24027, 24352] 422
[25118, 24352] 456
[26039, 24352] 442
[28002, 24352] 404
[28229, 24352] 378
[22136, 24352] 312
[23295, 24352] 376
[24131, 24352] 332
[20079, 24352] 418
[21061, 24352] 272
[20745, 24352] 176
[20627, 24352] 210
[21300, 24352] 278
[20231, 24352] 230
[18954, 24352] 454
[19484, 24352] 424
[20156, 24352] 358
[21241, 24352] 310
[28378, 24352] 518
[28619, 24352] 198
[32792, 24352] 340
[33414, 24352] 478
[30162, 24352] 656
[28748, 24352] 258
[32062, 24352] 670
[30155, 24352] 658
[30329, 24352] 548
[30892, 24352] 256
[32020, 24352] 570
[31998, 24352] 522
[32202, 24352] 666
[25351, 24352] 346
[26326, 24352] 432
[27443, 24352] 420
[32562, 24352] 842
[32746, 24352] 866
[20848, 23742] 544
[23411, 23742] 734
[23994, 23742] 356
[27316, 23742] 560
[27411, 23742] 518
[27395, 23742] 522
[25182, 23742] 476
[25498, 23742] 548
[27364, 23742] 420
[27376, 23742] 460
[28009, 23742] 412
[28236, 23742] 386
[24027, 23742] 420
[25118, 23742] 454
[26039, 23742] 440
[28002, 23742] 406
[28229, 23742] 380
[22136, 23742] 310
[23295, 23742] 374
[24131, 23742] 330
[20079, 23742] 416
[21061, 23742] 270
[20745, 23742] 174
[20627, 23742] 208
[21300, 23742] 276
[20231, 23742] 228
[18954, 23742] 452
[19484, 23742] 422
[20156, 23742] 356
[21241, 23742] 308
[28378, 23742] 520
[28619, 23742] 200
[32792, 23742] 342
[33414, 23742] 480
[30162, 23742] 658
[28748, 23742] 260
[32062, 23742] 672
[30155, 23742] 660
[30329, 23742] 550
[30892, 23742] 258
[32020, 23742] 572
[31998, 23742] 524
[32202, 23742] 668
[25351, 23742] 348
[26326, 23742] 434
[27443, 23742] 422
[32562, 23742] 844
[32746, 23742] 868
[23411, 20848] 310
[23994, 20848] 384
[27316, 20848] 548
[27411, 20848] 506
[27395, 20848] 510
[25182, 20848] 464
[25498, 20848] 536
[27364, 20848] 428
[27376, 20848] 468
[28009, 20848] 444
[28236, 20848] 474
[24027, 20848] 408
[25118, 20848] 442
[26039, 20848] 448
[28002, 20848] 458
[28229, 20848] 484
[22136, 20848] 298
[23295, 20848] 362
[24131, 20848] 358
[20079, 20848] 156
[21061, 20848] 290
[20745, 20848] 382
[20627, 20848] 352
[21300, 20848] 320
[20231, 20848] 356
[18954, 20848] 112
[19484, 20848] 138
[20156, 20848] 204
[21241, 20848] 260
[28378, 20848] 568
[28619, 20848] 712
[32792, 20848] 794
[33414, 20848] 932
[30162, 20848] 778
[28748, 20848] 648
[32062, 20848] 792
[30155, 20848] 780
[30329, 20848] 670
[30892, 20848] 646
[32020, 20848] 692
[31998, 20848] 644
[32202, 20848] 788
[25351, 20848] 772
[26326, 20848] 858
[27443, 20848] 846
[32562, 20848] 1268
[32746, 20848] 1292
[23994, 23411] 574
[27316, 23411] 738
[27411, 23411] 696
[27395, 23411] 700
[25182, 23411] 654
[25498, 23411] 726
[27364, 23411] 618
[27376, 23411] 658
[28009, 23411] 634
[28236, 23411] 664
[24027, 23411] 598
[25118, 23411] 632
[26039, 23411] 638
[28002, 23411] 648
[28229, 23411] 674
[22136, 23411] 488
[23295, 23411] 552
[24131, 23411] 548
[20079, 23411] 346
[21061, 23411] 480
[20745, 23411] 572
[20627, 23411] 542
[21300, 23411] 510
[20231, 23411] 546
[18954, 23411] 302
[19484, 23411] 328
[20156, 23411] 394
[21241, 23411] 450
[28378, 23411] 758
[28619, 23411] 902
[32792, 23411] 984
[33414, 23411] 1122
[30162, 23411] 968
[28748, 23411] 838
[32062, 23411] 982
[30155, 23411] 970
[30329, 23411] 860
[30892, 23411] 836
[32020, 23411] 882
[31998, 23411] 834
[32202, 23411] 978
[25351, 23411] 962
[26326, 23411] 1048
[27443, 23411] 1036
[32562, 23411] 1458
[32746, 23411] 1482
[27316, 23994] 340
[27411, 23994] 298
[27395, 23994] 302
[25182, 23994] 264
[25498, 23994] 328
[27364, 23994] 200
[27376, 23994] 240
[28009, 23994] 208
[28236, 23994] 234
[24027, 23994] 208
[25118, 23994] 242
[26039, 23994] 220
[28002, 23994] 210
[28229, 23994] 236
[22136, 23994] 122
[23295, 23994] 162
[24131, 23994] 74
[20079, 23994] 256
[21061, 23994] 122
[20745, 23994] 194
[20627, 23994] 164
[21300, 23994] 120
[20231, 23994] 168
[18954, 23994] 292
[19484, 23994] 262
[20156, 23994] 196
[21241, 23994] 148
[28378, 23994] 360
[28619, 23994] 464
[32792, 23994] 546
[33414, 23994] 684
[30162, 23994] 570
[28748, 23994] 400
[32062, 23994] 584
[30155, 23994] 572
[30329, 23994] 462
[30892, 23994] 398
[32020, 23994] 484
[31998, 23994] 436
[32202, 23994] 580
[25351, 23994] 584
[26326, 23994] 670
[27443, 23994] 658
[32562, 23994] 1080
[32746, 23994] 1104
[27411, 27316] 106
[27395, 27316] 114
[25182, 27316] 116
[25498, 27316] 56
[27364, 27316] 196
[27376, 27316] 148
[28009, 27316] 212
[28236, 27316] 242
[24027, 27316] 180
[25118, 27316] 146
[26039, 27316] 140
[28002, 27316] 226
[28229, 27316] 252
[22136, 27316] 282
[23295, 27316] 218
[24131, 27316] 314
[20079, 27316] 420
[21061, 27316] 306
[20745, 27316] 398
[20627, 27316] 368
[21300, 27316] 324
[20231, 27316] 372
[18954, 27316] 456
[19484, 27316] 426
[20156, 27316] 360
[21241, 27316] 312
[28378, 27316] 168
[28619, 27316] 480
[32792, 27316] 562
[33414, 27316] 700
[30162, 27316] 378
[28748, 27316] 416
[32062, 27316] 392
[30155, 27316] 380
[30329, 27316] 270
[30892, 27316] 414
[32020, 27316] 292
[31998, 27316] 244
[32202, 27316] 388
[25351, 27316] 788
[26326, 27316] 874
[27443, 27316] 862
[32562, 27316] 1284
[32746, 27316] 1308
[27395, 27411] 36
[25182, 27411] 74
[25498, 27411] 106
[27364, 27411] 138
[27376, 27411] 90
[28009, 27411] 154
[28236, 27411] 184
[24027, 27411] 138
[25118, 27411] 104
[26039, 27411] 98
[28002, 27411] 168
[28229, 27411] 194
[22136, 27411] 240
[23295, 27411] 176
[24131, 27411] 272
[20079, 27411] 378
[21061, 27411] 264
[20745, 27411] 356
[20627, 27411] 326
[21300, 27411] 282
[20231, 27411] 330
[18954, 27411] 414
[19484, 27411] 384
[20156, 27411] 318
[21241, 27411] 270
[28378, 27411] 74
[28619, 27411] 422
[32792, 27411] 504
[33414, 27411] 642
[30162, 27411] 284
[28748, 27411] 358
[32062, 27411] 298
[30155, 27411] 286
[30329, 27411] 176
[30892, 27411] 356
[32020, 27411] 198
[31998, 27411] 150
[32202, 27411] 294
[25351, 27411] 746
[26326, 27411] 832
[27443, 27411] 820
[32562, 27411] 1242
[32746, 27411] 1266
[25182, 27395] 78
[25498, 27395] 114
[27364, 27395] 142
[27376, 27395] 94
[28009, 27395] 158
[28236, 27395] 188
[24027, 27395] 142
[25118, 27395] 108
[26039, 27395] 102
[28002, 27395] 172
[28229, 27395] 198
[22136, 27395] 244
[23295, 27395] 180
[24131, 27395] 276
[20079, 27395] 382
[21061, 27395] 268
[20745, 27395] 360
[20627, 27395] 330
[21300, 27395] 286
[20231, 27395] 334
[18954, 27395] 418
[19484, 27395] 388
[20156, 27395] 322
[21241, 27395] 274
[28378, 27395] 98
[28619, 27395] 426
[32792, 27395] 508
[33414, 27395] 646
[30162, 27395] 308
[28748, 27395] 362
[32062, 27395] 322
[30155, 27395] 310
[30329, 27395] 200
[30892, 27395] 360
[32020, 27395] 222
[31998, 27395] 174
[32202, 27395] 318
[25351, 27395] 750
[26326, 27395] 836
[27443, 27395] 824
[32562, 27395] 1246
[32746, 27395] 1270
[25498, 25182] 104
[27364, 25182] 144
[27376, 25182] 96
[28009, 25182] 160
[28236, 25182] 190
[24027, 25182] 96
[25118, 25182] 62
[26039, 25182] 76
[28002, 25182] 174
[28229, 25182] 200
[22136, 25182] 198
[23295, 25182] 134
[24131, 25182] 238
[20079, 25182] 336
[21061, 25182] 222
[20745, 25182] 314
[20627, 25182] 284
[21300, 25182] 240
[20231, 25182] 288
[18954, 25182] 372
[19484, 25182] 342
[20156, 25182] 276
[21241, 25182] 228
[28378, 25182] 136
[28619, 25182] 428
[32792, 25182] 510
[33414, 25182] 648
[30162, 25182] 346
[28748, 25182] 364
[32062, 25182] 360
[30155, 25182] 348
[30329, 25182] 238
[30892, 25182] 362
[32020, 25182] 260
[31998, 25182] 212
[32202, 25182] 356
[25351, 25182] 704
[26326, 25182] 790
[27443, 25182] 778
[32562, 25182] 1200
[32746, 25182] 1224
[27364, 25498] 196
[27376, 25498] 148
[28009, 25498] 212
[28236, 25498] 242
[24027, 25498] 168
[25118, 25498] 134
[26039, 25498] 128
[28002, 25498] 226
[28229, 25498] 252
[22136, 25498] 270
[23295, 25498] 206
[24131, 25498] 302
[20079, 25498] 408
[21061, 25498] 294
[20745, 25498] 386
[20627, 25498] 356
[21300, 25498] 312
[20231, 25498] 360
[18954, 25498] 444
[19484, 25498] 414
[20156, 25498] 348
[21241, 25498] 300
[28378, 25498] 168
[28619, 25498] 480
[32792, 25498] 562
[33414, 25498] 700
[30162, 25498] 378
[28748, 25498] 416
[32062, 25498] 392
[30155, 25498] 380
[30329, 25498] 270
[30892, 25498] 414
[32020, 25498] 292
[31998, 25498] 244
[32202, 25498] 388
[25351, 25498] 776
[26326, 25498] 862
[27443, 25498] 850
[32562, 25498] 1272
[32746, 25498] 1296
[27376, 27364] 80
[28009, 27364] 40
[28236, 27364] 70
[24027, 27364] 196
[25118, 27364] 162
[26039, 27364] 88
[28002, 27364] 54
[28229, 27364] 80
[22136, 27364] 166
[23295, 27364] 206
[24131, 27364] 174
[20079, 27364] 300
[21061, 27364] 166
[20745, 27364] 258
[20627, 27364] 228
[21300, 27364] 184
[20231, 27364] 232
[18954, 27364] 336
[19484, 27364] 306
[20156, 27364] 240
[21241, 27364] 192
[28378, 27364] 200
[28619, 27364] 308
[32792, 27364] 390
[33414, 27364] 528
[30162, 27364] 406
[28748, 27364] 244
[32062, 27364] 420
[30155, 27364] 408
[30329, 27364] 298
[30892, 27364] 242
[32020, 27364] 320
[31998, 27364] 272
[32202, 27364] 416
[25351, 27364] 648
[26326, 27364] 734
[27443, 27364] 722
[32562, 27364] 1144
[32746, 27364] 1168
[28009, 27376] 96
[28236, 27376] 126
[24027, 27376] 148
[25118, 27376] 114
[26039, 27376] 44
[28002, 27376] 110
[28229, 27376] 136
[22136, 27376] 206
[23295, 27376] 186
[24131, 27376] 214
[20079, 27376] 340
[21061, 27376] 206
[20745, 27376] 298
[20627, 27376] 268
[21300, 27376] 224
[20231, 27376] 272
[18954, 27376] 376
[19484, 27376] 346
[20156, 27376] 280
[21241, 27376] 232
[28378, 27376] 152
[28619, 27376] 364
[32792, 27376] 446
[33414, 27376] 584
[30162, 27376] 362
[28748, 27376] 300
[32062, 27376] 376
[30155, 27376] 364
[30329, 27376] 254
[30892, 27376] 298
[32020, 27376] 276
[31998, 27376] 228
[32202, 27376] 372
[25351, 27376] 688
[26326, 27376] 774
[27443, 27376] 762
[32562, 27376] 1184
[32746, 27376] 1208
[28236, 28009] 46
[24027, 28009] 212
[25118, 28009] 178
[26039, 28009] 104
[28002, 28009] 30
[28229, 28009] 56
[22136, 28009] 182
[23295, 28009] 222
[24131, 28009] 182
[20079, 28009] 316
[21061, 28009] 182
[20745, 28009] 266
[20627, 28009] 236
[21300, 28009] 192
[20231, 28009] 240
[18954, 28009] 352
[19484, 28009] 322
[20156, 28009] 256
[21241, 28009] 208
