[7823, 8211] 102
[30329, 23295] 340
[32020, 23295] 362
[31998, 23295] 314
[32202, 23295] 458
[32746, 23295] 1122
[20079, 24131] 230
[21061, 24131] 96
[20745, 24131] 168
[20627, 24131] 138
[21300, 24131] 94
[18954, 24131] 266
[19484, 24131] 236
[20156, 24131] 170
[28378, 24131] 334
[28619, 24131] 438
[30162, 24131] 544
[32062, 24131] 558
[30155, 24131] 546
[30329, 24131] 436
[32020, 24131] 458
[31998, 24131] 410
[32202, 24131] 554
[32746, 24131] 1078
[21061, 20079] 162
[20745, 20079] 254
[20627, 20079] 224
[21300, 20079] 192
[18954, 20079] 64
[19484, 20079] 34
[20156, 20079] 76
[28378, 20079] 440
[28619, 20079] 584
[30162, 20079] 650
[32062, 20079] 664
[30155, 20079] 652
[30329, 20079] 542
[32020, 20079] 564
[31998, 20079] 516
[32202, 20079] 660
[32746, 20079] 1164
[20745, 21061] 108
[20627, 21061] 78
[21300, 21061] 58
[18954, 21061] 198
[19484, 21061] 168
[20156, 21061] 102
[28378, 21061] 326
[28619, 21061] 446
[30162, 21061] 536
[32062, 21061] 550
[30155, 21061] 538
[30329, 21061] 428
[32020, 21061] 450
[31998, 21061] 402
[32202, 21061] 546
[32746, 21061] 1018
[20627, 20745] 46
[21300, 20745] 114
[18954, 20745] 290
[19484, 20745] 260
[20156, 20745] 194
[28378, 20745] 418
[28619, 20745] 350
[30162, 20745] 628
[32062, 20745] 642
[30155, 20745] 630
[30329, 20745] 520
[32020, 20745] 542
[31998, 20745] 494
[32202, 20745] 638
[32746, 20745] 922
[21300, 20627] 84
[18954, 20627] 260
[19484, 20627] 230
[20156, 20627] 164
[28378, 20627] 388
[28619, 20627] 384
[30162, 20627] 598
[32062, 20627] 612
[30155, 20627] 600
[30329, 20627] 490
[32020, 20627] 512
[31998, 20627] 464
[32202, 20627] 608
[32746, 20627] 956
[18954, 21300] 228
[19484, 21300] 198
[20156, 21300] 132
[28378, 21300] 344
[28619, 21300] 448
[30162, 21300] 554
[32062, 21300] 568
[30155, 21300] 556
[30329, 21300] 446
[32020, 21300] 468
[31998, 21300] 420
[32202, 21300] 564
[32746, 21300] 1024
[19484, 18954] 46
[20156, 18954] 112
[28378, 18954] 476
[28619, 18954] 620
[30162, 18954] 686
[32062, 18954] 700
[30155, 18954] 688
[30329, 18954] 578
[32020, 18954] 600
[31998, 18954] 552
[32202, 18954] 696
[32746, 18954] 1200
[20156, 19484] 82
[28378, 19484] 446
[28619, 19484] 590
[30162, 19484] 656
[32062, 19484] 670
[30155, 19484] 658
[30329, 19484] 548
[32020, 19484] 570
[31998, 19484] 522
[32202, 19484] 666
[32746, 19484] 1170
[28378, 20156] 380
[28619, 20156] 524
[30162, 20156] 590
[32062, 20156] 604
[30155, 20156] 592
[30329, 20156] 482
[32020, 20156] 504
[31998, 20156] 456
[32202, 20156] 600
[32746, 20156] 1104
[28619, 28378] 392
[30162, 28378] 226
[32062, 28378] 240
[30155, 28378] 228
[30329, 28378] 118
[32020, 28378] 140
[31998, 28378] 92
[32202, 28378] 236
[32746, 28378] 1296
[30162, 28619] 530
[32062, 28619] 544
[30155, 28619] 532
[30329, 28619] 422
[32020, 28619] 444
[31998, 28619] 396
[32202, 28619] 540
[32746, 28619] 976
[32062, 30162] 98
[30155, 30162] 14
[30329, 30162] 172
[32020, 30162] 198
[31998, 30162] 206
[32202, 30162] 94
[32746, 30162] 1434
[30155, 32062] 100
[30329, 32062] 186
[32020, 32062] 176
[31998, 32062] 184
[32202, 32062] 28
[32746, 32062] 1448
[30329, 30155] 174
[32020, 30155] 200
[31998, 30155] 208
[32202, 30155] 96
[32746, 30155] 1436
[32020, 30329] 90
[31998, 30329] 98
[32202, 30329] 182
[32746, 30329] 1326
[31998, 32020] 72
[32202, 32020] 172
[32746, 32020] 1348
[32202, 31998] 180
[32746, 31998] 1300
[32746, 32202] 1444
